key,value
"application_train.csv|FLAG_DOCUMENT_,AVG",0.5193157897575538
"application_train.csv|FLAG_DOCUMENT_,STD",0.5193157897575538
"application_train.csv|FLAG_DOCUMENT_,DIST",0.5193157897575538
"bureau.csv|CREDIT_TYPE_Credit card,median",0.519291
"credit_card_balance.csv|AMT_INST_MIN_REGULARITY,min_flag,mean",0.519233
"bureau_balance.csv|STATUS_3,sum,prod",0.5192306790793444
"POS_CASH_balance.csv|SK_DPD_DEF,nan_instead_of_min,prod",0.51921
"previous_application.csv|DAYS_FIRST_DRAWING,0_instead_of_max,median",0.5192011892049879
"bureau_balance.csv|STATUS_X,std,sum",0.5191838760757392
"previous_application.csv|CODE_REJECT_REASON_SCOFR,mean",0.519170550161667
"application_train.csv|COMMONAREA_MODE,0_instead_of_min",0.519108
"POS_CASH_balance.csv|SK_DPD_DEF,min_flag,mean",0.519106
"previous_application.csv|SELLERPLACE_AREA,min_flag,mean",0.5190825559093786
"application_train.csv|LANDAREA_AVG,0_instead_of_min",0.519064
"credit_card_balance.csv|AMT_DRAWINGS_ATM_CURRENT,mean",0.519031
"previous_application.csv|AMT_APPLICATION,min_flag,var",0.5189859307419684
"bureau_balance.csv|STATUS_0,var,prod",0.5189279282393037
"bureau_balance.csv|STATUS_,AVG,mean,sum",0.5189241383115513
"bureau_balance.csv|STATUS_C,mean,sum",0.5188746698971359
"previous_application.csv|CODE_REJECT_REASON_SCOFR,var",0.5188583313064883
"previous_application.csv|NAME_PRODUCT_TYPE_XNA,median",0.5186497548951347
"application_train.csv|NONLIVINGAREA_MEDI,0_instead_of_min",0.518513
"bureau_balance.csv|MONTHS_BALANCE,var,var",0.5185092886004298
"POS_CASH_balance.csv|SK_DPD,min_flag,mean",0.518495
"bureau_balance.csv|STATUS_X,median,sum",0.5184554175913937
"installments_payments.csv|NUM_INSTALMENT_NUMBER,sum",0.518432
"bureau.csv|AMT_CREDIT_SUM_DEBT,var",0.518431
"bureau_balance.csv|,count,prod",0.5184272881381545
"bureau.csv|AMT_CREDIT_SUM_DEBT,std",0.518425
application_train.csv|BASEMENTAREA_MEDI,0.51841
"previous_application.csv|PRODUCT_COMBINATION_POS household with interest,var",0.5184017921763445
"previous_application.csv|PRODUCT_COMBINATION_Cash,std",0.5183379551243285
application_train.csv|ENTRANCES_AVG,0.518335
"previous_application.csv|PRODUCT_COMBINATION_POS household with interest,std",0.5182686857926599
"previous_application.csv|NAME_SELLER_INDUSTRY_Connectivity,prod",0.5182657889663379
"bureau_balance.csv|STATUS_,KURT,var,prod",0.5182599656742681
"previous_application.csv|PRODUCT_COMBINATION_Cash X-Sell: high,mean",0.5182558772860538
"previous_application.csv|NAME_GOODS_CATEGORY_Mobile,mean",0.5182280812050997
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,nan_instead_of_min,std",0.518208
application_train.csv|FLAG_PHONE,0.518191
application_train.csv|YEARS_BUILD_MODE,0.518126
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,0_instead_of_min,var",0.518119
"previous_application.csv|AMT_CREDIT,0_instead_of_min,var",0.5180986382828701
"previous_application.csv|AMT_CREDIT,0_instead_of_min,std",0.5180986382828701
"bureau.csv|CREDIT_TYPE_Mortgage,prod",0.518086
application_train.csv|ELEVATORS_MODE,0.518078
"bureau.csv|CREDIT_TYPE_Microloan,prod",0.518049
"bureau.csv|CREDIT_TYPE_Car loan,prod",0.518045
"previous_application.csv|DAYS_FIRST_DRAWING,median",0.5180212424762972
"credit_card_balance.csv|AMT_PAYMENT_CURRENT,0_instead_of_min,var",0.518021
"previous_application.csv|PRODUCT_COMBINATION_Cash X-Sell: high,var",0.5180032180008438
"previous_application.csv|PRODUCT_COMBINATION_Cash X-Sell: high,std",0.5180016136957057
"previous_application.csv|SK_ID_CURR,sum",0.5179803196924078
"previous_application.csv|NAME_CONTRACT_TYPE_Consumer loans,prod",0.5179643832289617
"bureau.csv|CREDIT_ACTIVE_Sold,prod",0.517937
"credit_card_balance.csv|NAME_CONTRACT_STATUS_Active,sum",0.517933
"previous_application.csv|PRODUCT_COMBINATION_POS household without interest,std",0.5178982490502434
"previous_application.csv|PRODUCT_COMBINATION_POS household without interest,var",0.5178975694809222
"credit_card_balance.csv|AMT_PAYMENT_CURRENT,0_instead_of_min,std",0.517888
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,prod",0.517865
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,0_instead_of_min,prod",0.517865
"credit_card_balance.csv|AMT_PAYMENT_CURRENT,var",0.517863
"credit_card_balance.csv|AMT_PAYMENT_CURRENT,std",0.517856
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,nan_instead_of_min,sum",0.517832
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,0_instead_of_min,sum",0.517832
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,sum",0.517832
"previous_application.csv|NAME_PORTFOLIO_POS,prod",0.5178186612086806
"POS_CASH_balance.csv|SK_DPD_DEF,nan_instead_of_min,mean",0.51777
"previous_application.csv|PRODUCT_COMBINATION_Cash Street: high,std",0.5177555170494773
"previous_application.csv|NAME_CLIENT_TYPE_New,median",0.5177526910442817
"bureau.csv|CREDIT_DAY_OVERDUE,var",0.517741
"bureau.csv|CREDIT_DAY_OVERDUE,0_instead_of_min,var",0.517741
"bureau.csv|CREDIT_CURRENCY_currency 1,prod",0.517684
"credit_card_balance.csv|AMT_PAYMENT_TOTAL_CURRENT,nan_instead_of_min,var",0.51768
"credit_card_balance.csv|AMT_PAYMENT_TOTAL_CURRENT,nan_instead_of_min,std",0.51768
"bureau.csv|SK_ID_BUREAU,mean",0.517655
"bureau_balance.csv|STATUS_X,mean,prod",0.5176469681408027
"previous_application.csv|CODE_REJECT_REASON_LIMIT,var",0.5176242613486526
"credit_card_balance.csv|AMT_INST_MIN_REGULARITY,min_flag,median",0.517609
"credit_card_balance.csv|MONTHS_BALANCE,prod",0.517574
"bureau.csv|CREDIT_ACTIVE_Bad debt,mean",0.517567
"bureau_balance.csv|STATUS_5,prod,sum",0.5175461449335546
"credit_card_balance.csv|AMT_TOTAL_RECEIVABLE,mean",0.517537
"credit_card_balance.csv|AMT_DRAWINGS_ATM_CURRENT,std",0.517524
"bureau_balance.csv|SK_ID_BUREAU,var,sum",0.5175230058047888
"bureau_balance.csv|STATUS_3,prod,sum",0.5175230058047888
"bureau_balance.csv|STATUS_2,prod,sum",0.5175230058047888
"bureau_balance.csv|SK_ID_BUREAU,std,sum",0.5175230058047888
"bureau_balance.csv|STATUS_nan,var,sum",0.5175230058047888
"bureau_balance.csv|STATUS_nan,sum,sum",0.5175230058047888
"bureau_balance.csv|STATUS_nan,mean,sum",0.5175230058047888
"bureau_balance.csv|STATUS_nan,median,sum",0.5175230058047888
"bureau_balance.csv|STATUS_1,prod,sum",0.5175230058047888
"bureau_balance.csv|STATUS_nan,prod,sum",0.5175230058047888
"bureau_balance.csv|STATUS_2,median,sum",0.5175230058047888
"bureau_balance.csv|STATUS_nan,std,sum",0.5175230058047888
"bureau_balance.csv|STATUS_4,prod,sum",0.5175230058047888
"bureau_balance.csv|STATUS_3,median,sum",0.5175230058047888
"bureau.csv|CREDIT_TYPE_Interbank credit,median",0.517523
"bureau.csv|CREDIT_TYPE_Interbank credit,prod",0.517523
"bureau.csv|CREDIT_CURRENCY_currency 4,median",0.517523
"bureau.csv|CREDIT_CURRENCY_currency 3,prod",0.517523
"bureau.csv|CREDIT_CURRENCY_currency 4,mean",0.517523
"bureau.csv|CREDIT_ACTIVE_Bad debt,median",0.517523
"bureau.csv|CREDIT_CURRENCY_currency 2,median",0.517523
"bureau.csv|CREDIT_ACTIVE_Bad debt,prod",0.517523
"bureau.csv|CREDIT_TYPE_Loan for business development,prod",0.517523
"bureau.csv|CREDIT_TYPE_Cash loan (non-earmarked),median",0.517523
"bureau.csv|CREDIT_ACTIVE_nan,mean",0.517523
"bureau.csv|CREDIT_ACTIVE_nan,median",0.517523
"bureau.csv|CREDIT_ACTIVE_nan,prod",0.517523
"bureau.csv|CREDIT_CURRENCY_currency 4,sum",0.517523
"bureau.csv|CREDIT_CURRENCY_nan,mean",0.517523
"bureau.csv|CREDIT_CURRENCY_nan,median",0.517523
"bureau.csv|CREDIT_CURRENCY_nan,prod",0.517523
"bureau.csv|CREDIT_TYPE_Cash loan (non-earmarked),sum",0.517523
"bureau.csv|CREDIT_CURRENCY_nan,sum",0.517523
"bureau.csv|CREDIT_TYPE_Cash loan (non-earmarked),prod",0.517523
"bureau.csv|CREDIT_ACTIVE_nan,sum",0.517523
"bureau.csv|CREDIT_CURRENCY_currency 1,median",0.517523
"bureau.csv|CREDIT_CURRENCY_currency 4,prod",0.517523
"bureau.csv|CREDIT_TYPE_Loan for the purchase of equipment,prod",0.517523
"bureau.csv|CREDIT_TYPE_Loan for purchase of shares (margin lending),mean",0.517523
"bureau.csv|CREDIT_TYPE_Real estate loan,median",0.517523
"bureau.csv|CREDIT_TYPE_Unknown type of loan,median",0.517523
"bureau.csv|CREDIT_TYPE_Unknown type of loan,prod",0.517523
"bureau.csv|CREDIT_TYPE_Loan for purchase of shares (margin lending),prod",0.517523
"bureau.csv|CREDIT_TYPE_nan,median",0.517523
"bureau.csv|CREDIT_TYPE_nan,prod",0.517523
"bureau.csv|CREDIT_TYPE_nan,sum",0.517523
"bureau.csv|CREDIT_CURRENCY_currency ,AVG,mean",0.517523
"bureau.csv|CREDIT_CURRENCY_currency ,AVG,median",0.517523
"bureau.csv|CREDIT_CURRENCY_currency ,STD,mean",0.517523
"bureau.csv|CREDIT_CURRENCY_currency ,STD,median",0.517523
"bureau.csv|CREDIT_CURRENCY_currency ,DIST,prod",0.517523
"bureau.csv|CREDIT_CURRENCY_currency ,KURT,mean",0.517523
"bureau.csv|CREDIT_CURRENCY_currency ,KURT,median",0.517523
"bureau.csv|CREDIT_CURRENCY_currency ,DIST,median",0.517523
"bureau.csv|CREDIT_CURRENCY_currency ,DIST,mean",0.517523
"bureau.csv|CREDIT_TYPE_Real estate loan,sum",0.517523
"bureau.csv|CREDIT_TYPE_nan,mean",0.517523
"bureau.csv|CREDIT_TYPE_Loan for working capital replenishment,prod",0.517523
"bureau.csv|CREDIT_TYPE_Mobile operator loan,prod",0.517523
"bureau.csv|CREDIT_TYPE_Mobile operator loan,median",0.517523
"bureau.csv|CREDIT_TYPE_Mobile operator loan,mean",0.517523
"bureau.csv|CREDIT_TYPE_Loan for purchase of shares (margin lending),sum",0.517523
"bureau.csv|CREDIT_TYPE_Loan for the purchase of equipment,median",0.517523
"bureau.csv|CREDIT_CURRENCY_currency 2,prod",0.517523
"bureau.csv|CREDIT_TYPE_Loan for working capital replenishment,median",0.517523
"bureau.csv|CREDIT_TYPE_Mobile operator loan,sum",0.517523
"previous_application.csv|CHANNEL_TYPE_Stone,mean",0.5175089364826334
application_train.csv|AMT_REQ_CREDIT_BUREAU_QRT,0.517489
"bureau.csv|AMT_CREDIT_MAX_OVERDUE,min_flag,mean",0.517486
"bureau_balance.csv|STATUS_X,std,prod",0.5173560871068222
"previous_application.csv|NAME_YIELD_GROUP_middle,mean",0.5173368016733222
"bureau_balance.csv|STATUS_,KURT,mean,median",0.5173318015165397
"bureau_balance.csv|STATUS_,STD,median,prod",0.5172855581708311
"bureau.csv|CREDIT_DAY_OVERDUE,min_flag,mean",0.517274
"bureau_balance.csv|STATUS_C,mean,prod",0.5172718479417119
"credit_card_balance.csv|CNT_DRAWINGS_POS_CURRENT,0_instead_of_min,var",0.517256
"bureau_balance.csv|MONTHS_BALANCE,std,median",0.517255528231948
"bureau_balance.csv|STATUS_X,var,prod",0.517248084461304
"installments_payments.csv|NUM_INSTALMENT_VERSION,min_flag,std",0.517172
"bureau_balance.csv|STATUS_1,std,std",0.5171717163448014
"bureau_balance.csv|STATUS_C,var,median",0.5171617081938882
"previous_application.csv|NAME_TYPE_SUITE_Family,std",0.5171332294799224
"previous_application.csv|NAME_TYPE_SUITE_Family,var",0.5171330909013598
application_train.csv|COMMONAREA_MODE,0.517113
"credit_card_balance.csv|CNT_INSTALMENT_MATURE_CUM,min_flag,median",0.517074
"credit_card_balance.csv|AMT_DRAWINGS_ATM_CURRENT,var",0.517009
"credit_card_balance.csv|CNT_INSTALMENT_MATURE_CUM,nan_instead_of_min,std",0.516905
"previous_application.csv|AMT_CREDIT,nan_instead_of_min,prod",0.5168671189543205
"application_train.csv|ORGANIZATION_TYPE_Business Entity Type ,STD",0.5168455148770357
"application_train.csv|ORGANIZATION_TYPE_Business Entity Type ,AVG",0.5168455148770357
"application_train.csv|ORGANIZATION_TYPE_Business Entity Type ,DIST",0.5168455148770357
application_train.csv|ENTRANCES_MEDI,0.516842
"previous_application.csv|NAME_PORTFOLIO_XNA,median",0.5168041388094367
"application_train.csv|ELEVATORS_MEDI,0_instead_of_min",0.516785
"bureau_balance.csv|STATUS_,KURT,median,prod",0.5167753721085556
"previous_application.csv|PRODUCT_COMBINATION_Cash,var",0.5167631295297245
application_train.csv|OWN_CAR_AGE,0.516745
"previous_application.csv|WEEKDAY_APPR_PROCESS_START_FRIDAY,mean",0.5167284768379897
"bureau_balance.csv|STATUS_1,mean,sum",0.5167215786180162
"bureau.csv|AMT_CREDIT_MAX_OVERDUE,min_flag,sum",0.516707
"previous_application.csv|PRODUCT_COMBINATION_Cash X-Sell: low,mean",0.5166538535289003
application_train.csv|LANDAREA_MODE,0.516612
"previous_application.csv|PRODUCT_COMBINATION_Cash Street: high,var",0.5166020213703247
"previous_application.csv|AMT_CREDIT,mean",0.5165763736489578
"previous_application.csv|AMT_CREDIT,0_instead_of_min,mean",0.5165758839572044
"previous_application.csv|NAME_PORTFOLIO_XNA,var",0.516567324076955
"bureau_balance.csv|STATUS_,AVG,mean,median",0.5165577786858176
"previous_application.csv|NAME_GOODS_CATEGORY_XNA,sum",0.5164922664362886
"bureau.csv|CREDIT_TYPE_Mortgage,sum",0.516463
"bureau_balance.csv|STATUS_0,var,sum",0.5164185035255134
application_train.csv|AMT_INCOME_TOTAL,0.5164165279438256
"previous_application.csv|NAME_TYPE_SUITE_nan,prod",0.5163835162502673
"credit_card_balance.csv|SK_ID_PREV,sum",0.51638
application_train.csv|FLAG_OWN_CAR_N,0.516373
application_train.csv|FLAG_OWN_CAR_Y,0.516373
"bureau.csv|CREDIT_TYPE_Microloan,median",0.516363
"previous_application.csv|PRODUCT_COMBINATION_Cash,mean",0.5163457175757923
"bureau_balance.csv|STATUS_,AVG,prod,var",0.516342063519155
"credit_card_balance.csv|AMT_PAYMENT_TOTAL_CURRENT,nan_instead_of_min,median",0.516307
"previous_application.csv|AMT_APPLICATION,std",0.5163040318616982
"previous_application.csv|AMT_APPLICATION,0_instead_of_min,var",0.516299786797772
"previous_application.csv|AMT_APPLICATION,0_instead_of_min,std",0.516299786797772
"credit_card_balance.csv|AMT_DRAWINGS_OTHER_CURRENT,min_flag,median",0.516289
"previous_application.csv|DAYS_LAST_DUE,nan_instead_of_max,var",0.5162840114987006
"previous_application.csv|DAYS_LAST_DUE,nan_instead_of_max,std",0.5162836962948133
"previous_application.csv|NAME_TYPE_SUITE_Unaccompanied,mean",0.5162733091724994
"previous_application.csv|AMT_GOODS_PRICE,nan_instead_of_min,var",0.5162250846164622
"previous_application.csv|AMT_GOODS_PRICE,nan_instead_of_min,std",0.5162250846164622
"credit_card_balance.csv|CNT_INSTALMENT_MATURE_CUM,min_flag,std",0.516159
"credit_card_balance.csv|AMT_PAYMENT_CURRENT,min_flag,var",0.516111
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,var",0.516104
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,std",0.516104
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,0_instead_of_min,std",0.516104
"previous_application.csv|SK_ID_CURR,prod",0.5160826459462575
"previous_application.csv|NAME_YIELD_GROUP_high,prod",0.5160539898944807
"previous_application.csv|NAME_PORTFOLIO_XNA,std",0.5160486810174352
"bureau_balance.csv|,count,mean",0.5160346520219976
"credit_card_balance.csv|CNT_DRAWINGS_CURRENT,nan_instead_of_min,prod",0.515954
"bureau_balance.csv|MONTHS_BALANCE,median,std",0.5159235281882584
"bureau_balance.csv|MONTHS_BALANCE,mean,std",0.5159235281882584
"bureau_balance.csv|STATUS_C,sum,prod",0.5159111440384225
"credit_card_balance.csv|CNT_DRAWINGS_CURRENT,min_flag,mean",0.515906
"installments_payments.csv|NUM_INSTALMENT_VERSION,min_flag,median",0.515886
"credit_card_balance.csv|AMT_DRAWINGS_POS_CURRENT,nan_instead_of_min,prod",0.515879
"bureau_balance.csv|STATUS_,KURT,median,mean",0.5158706486037454
"credit_card_balance.csv|CNT_DRAWINGS_CURRENT,nan_instead_of_min,median",0.51585
"bureau.csv|AMT_ANNUITY,nan_instead_of_min,prod",0.515821
"bureau_balance.csv|MONTHS_BALANCE,median,var",0.5158192429393991
"bureau_balance.csv|MONTHS_BALANCE,mean,var",0.5158192429393991
"application_train.csv|NONLIVINGAREA_MEDI,nan_instead_of_min",0.515766
"credit_card_balance.csv|AMT_PAYMENT_TOTAL_CURRENT,min_flag,var",0.51576
"previous_application.csv|AMT_DOWN_PAYMENT,prod",0.5157433086557331
"POS_CASH_balance.csv|SK_DPD,nan_instead_of_min,median",0.515674
"bureau_balance.csv|STATUS_,AVG,var,sum",0.5156605239599164
"application_train.csv|LANDAREA_MODE,nan_instead_of_min",0.515641
application_train.csv|ORGANIZATION_TYPE_Business Entity Type 3,0.515607
"bureau_balance.csv|STATUS_C,std,sum",0.5155811537828824
"credit_card_balance.csv|AMT_DRAWINGS_POS_CURRENT,nan_instead_of_min,std",0.515568
"credit_card_balance.csv|AMT_DRAWINGS_POS_CURRENT,nan_instead_of_min,var",0.515568
"credit_card_balance.csv|CNT_DRAWINGS_POS_CURRENT,sum",0.515544
"credit_card_balance.csv|CNT_DRAWINGS_POS_CURRENT,nan_instead_of_min,sum",0.515544
"credit_card_balance.csv|CNT_DRAWINGS_POS_CURRENT,0_instead_of_min,sum",0.515544
"previous_application.csv|AMT_APPLICATION,var",0.5154927148679671
"bureau_balance.csv|STATUS_C,mean,median",0.5154886821961723
"bureau_balance.csv|STATUS_0,std,sum",0.5154746602543481
"bureau_balance.csv|STATUS_,STD,median,mean",0.5154550813477893
"bureau_balance.csv|STATUS_,DIST,median,mean",0.5154550604006956
"bureau_balance.csv|STATUS_,AVG,median,mean",0.515454971838663
"credit_card_balance.csv|CNT_INSTALMENT_MATURE_CUM,0_instead_of_min,prod",0.515442
"previous_application.csv|NAME_SELLER_INDUSTRY_Furniture,mean",0.5154297903682541
"bureau_balance.csv|STATUS_5,std,prod",0.5154070106887676
"bureau_balance.csv|STATUS_5,var,prod",0.5154070106887676
"previous_application.csv|AMT_CREDIT,min_flag,var",0.5153876674013895
"previous_application.csv|CODE_REJECT_REASON_SCOFR,std",0.5153618176901897
"bureau_balance.csv|STATUS_,DIST,var,sum",0.515358476913727
"bureau_balance.csv|SK_ID_BUREAU,median,prod",0.515355
"bureau_balance.csv|SK_ID_BUREAU,mean,prod",0.515355
"bureau_balance.csv|STATUS_,STD,var,sum",0.5153267689273859
"bureau.csv|CNT_CREDIT_PROLONG,mean",0.515293
"previous_application.csv|NAME_PAYMENT_TYPE_XNA,std",0.5152893160937042
"bureau_balance.csv|STATUS_X,sum,prod",0.515253392754111
"bureau_balance.csv|STATUS_0,mean,sum",0.5152180319223592
"bureau_balance.csv|STATUS_0,sum,prod",0.5151679734268874
application_train.csv|ORGANIZATION_TYPE_Self-employed,0.5151625180626825
"previous_application.csv|NAME_CONTRACT_TYPE_Revolving loans,median",0.515157635679866
"previous_application.csv|NAME_YIELD_GROUP_XNA,sum",0.5151376179530672
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_XAP,prod",0.5151376153168684
application_train.csv|FONDKAPREMONT_MODE_reg oper account,0.5151303544414276
"application_train.csv|DEF__CNT_SOCIAL_CIRCLE,AVG,min_flag",0.515101
"application_train.csv|DEF__CNT_SOCIAL_CIRCLE,DIST,min_flag",0.515101
"previous_application.csv|NAME_CONTRACT_STATUS_Canceled,sum",0.515087272468161
"previous_application.csv|PRODUCT_COMBINATION_Cash Street: high,sum",0.5150819478451707
"bureau_balance.csv|STATUS_,KURT,std,sum",0.514943440103734
"bureau_balance.csv|STATUS_,KURT,prod,var",0.5149270849834068
"bureau_balance.csv|STATUS_1,mean,prod",0.5148914854687837
"credit_card_balance.csv|CNT_DRAWINGS_CURRENT,sum",0.514835
"credit_card_balance.csv|CNT_DRAWINGS_CURRENT,0_instead_of_min,sum",0.514835
"credit_card_balance.csv|CNT_DRAWINGS_CURRENT,nan_instead_of_min,sum",0.514835
"previous_application.csv|CODE_REJECT_REASON_HC,sum",0.51481129899633
"previous_application.csv|CODE_REJECT_REASON_HC,mean",0.5147883522388336
"previous_application.csv|NAME_PAYMENT_TYPE_XNA,var",0.514765361663437
"bureau.csv|CREDIT_DAY_OVERDUE,0_instead_of_min,prod",0.514752
"bureau.csv|CREDIT_DAY_OVERDUE,prod",0.514752
"previous_application.csv|AMT_CREDIT,min_flag,median",0.5147144500370098
"bureau_balance.csv|SK_ID_BUREAU,mean,sum",0.514667
"bureau_balance.csv|SK_ID_BUREAU,median,sum",0.514667
"previous_application.csv|CHANNEL_TYPE_Contact center,mean",0.5146654494410222
"bureau.csv|CREDIT_TYPE_Consumer credit,sum",0.514659
"credit_card_balance.csv|AMT_DRAWINGS_OTHER_CURRENT,0_instead_of_min,mean",0.51464
"credit_card_balance.csv|AMT_DRAWINGS_OTHER_CURRENT,mean",0.51464
"previous_application.csv|NAME_TYPE_SUITE_nan,sum",0.5146377650779016
application_train.csv|FLOORSMIN_MODE,0.514573
"previous_application.csv|PRODUCT_COMBINATION_POS mobile with interest,prod",0.5145564364188481
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,min_flag,mean",0.514504
"previous_application.csv|AMT_APPLICATION,min_flag,median",0.5144227576237642
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,0_instead_of_min,mean",0.514344
"bureau.csv|AMT_CREDIT_SUM_OVERDUE,mean",0.514344
"previous_application.csv|CODE_REJECT_REASON_HC,median",0.5143073255285745
"previous_application.csv|AMT_APPLICATION,nan_instead_of_min,std",0.5142746747805164
"previous_application.csv|AMT_APPLICATION,nan_instead_of_min,var",0.5142746747805164
"previous_application.csv|NAME_PORTFOLIO_POS,std",0.5142727669562646
"bureau_balance.csv|STATUS_,AVG,median,prod",0.5142356881778286
"previous_application.csv|CODE_REJECT_REASON_XAP,sum",0.5141202065648491
"credit_card_balance.csv|SK_DPD,min_flag,std",0.514107
"previous_application.csv|NAME_GOODS_CATEGORY_Mobile,prod",0.5141046276269695
"bureau_balance.csv|STATUS_X,mean,sum",0.5140948000913037
"previous_application.csv|SELLERPLACE_AREA,min_flag,std",0.5140346168821791
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,0_instead_of_min,std",0.514003
"previous_application.csv|NAME_CLIENT_TYPE_Repeater,sum",0.5139796955260121
"previous_application.csv|NAME_GOODS_CATEGORY_Audio/Video,mean",0.513954698518276
application_train.csv|NAME_FAMILY_STATUS_Single / not married,0.513951
application_train.csv|DEF_60_CNT_SOCIAL_CIRCLE,0.513905
application_train.csv|ELEVATORS_AVG,0.513854
"bureau_balance.csv|STATUS_,KURT,prod,std",0.5138478619276445
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,std",0.513812
"credit_card_balance.csv|CNT_DRAWINGS_ATM_CURRENT,var",0.513812
"previous_application.csv|PRODUCT_COMBINATION_Card X-Sell,mean",0.5137572352526565
"bureau.csv|AMT_CREDIT_MAX_OVERDUE,nan_instead_of_min,mean",0.513752
application_train.csv|LIVINGAPARTMENTS_MODE,0.513747
"previous_application.csv|NAME_CONTRACT_STATUS_Canceled,mean",0.5137275758065882
"credit_card_balance.csv|NAME_CONTRACT_STATUS_Active,prod",0.51372
application_train.csv|NAME_CONTRACT_TYPE_Cash loans,0.513713
application_train.csv|NAME_CONTRACT_TYPE_Revolving loans,0.513713
"bureau_balance.csv|MONTHS_BALANCE,mean,sum",0.5137109812196551
"bureau_balance.csv|MONTHS_BALANCE,median,sum",0.5137109812196551
"bureau_balance.csv|STATUS_X,median,prod",0.513693010394411
"previous_application.csv|AMT_CREDIT,min_flag,mean",0.5136813774900065
"previous_application.csv|NAME_CLIENT_TYPE_New,prod",0.5136794477924289
"bureau.csv|AMT_CREDIT_MAX_OVERDUE,prod",0.513677
"bureau.csv|AMT_CREDIT_MAX_OVERDUE,0_instead_of_min,prod",0.513677
"previous_application.csv|PRODUCT_COMBINATION_POS industry with interest,sum",0.5136378012650747
"previous_application.csv|SELLERPLACE_AREA,min_flag,var",0.5136345209786889
"bureau.csv|AMT_CREDIT_SUM,min_flag,mean",0.513608
"bureau_balance.csv|STATUS_X,var,sum",0.5135773798718193
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_XAP,median",0.513504139997151
"previous_application.csv|NAME_CONTRACT_TYPE_Cash loans,median",0.513504139997151
"application_train.csv|LANDAREA_AVG,nan_instead_of_min",0.513503
"bureau.csv|CREDIT_TYPE_Real estate loan,mean",0.513503
"bureau.csv|CREDIT_TYPE_Real estate loan,prod",0.513503
"bureau_balance.csv|STATUS_4,median,sum",0.5135028475472154
"previous_application.csv|PRODUCT_COMBINATION_Cash X-Sell: middle,var",0.5134838904273484
"bureau.csv|CREDIT_CURRENCY_currency 3,var",0.51347
"bureau.csv|CREDIT_CURRENCY_currency 3,std",0.51347
"application_train.csv|NONLIVINGAPARTMENTS_MEDI,0_instead_of_min",0.513442
application_train.csv|NAME_HOUSING_TYPE_House / apartment,0.513426
"credit_card_balance.csv|CNT_INSTALMENT_MATURE_CUM,nan_instead_of_min,var",0.513422
"previous_application.csv|NAME_PRODUCT_TYPE_x-sell,median",0.5133864914999436
"bureau_balance.csv|STATUS_1,std,var",0.5133813592482227
"previous_application.csv|NAME_PORTFOLIO_Cards,sum",0.5133509066625359
"bureau.csv|AMT_ANNUITY,min_flag,mean",0.513329
application_train.csv|NONLIVINGAPARTMENTS_MODE,0.513326
"previous_application.csv|NAME_CASH_LOAN_PURPOSE_XNA,mean",0.5133039333747331
"previous_application.csv|NAME_TYPE_SUITE_Unaccompanied,std",0.5132975653869766
"POS_CASH_balance.csv|NAME_CONTRACT_STATUS_Completed,sum",0.513269
"bureau.csv|CREDIT_CURRENCY_currency 1,sum",0.513267
"previous_application.csv|CHANNEL_TYPE_Contact center,var",0.5132627407010774
"previous_application.csv|CHANNEL_TYPE_Contact center,std",0.5132574916016225
"bureau.csv|AMT_ANNUITY,min_flag,var",0.513221
"previous_application.csv|CHANNEL_TYPE_Credit and cash offices,sum",0.5131810035024467
"previous_application.csv|CHANNEL_TYPE_Contact center,sum",0.5131777188698952
"previous_application.csv|AMT_CREDIT,var",0.513163964395384
"previous_application.csv|AMT_CREDIT,std",0.5131631411175998
"credit_card_balance.csv|AMT_PAYMENT_TOTAL_CURRENT,min_flag,median",0.513138
"previous_application.csv|NAME_SELLER_INDUSTRY_XNA,std",0.513131526965689
"previous_application.csv|NAME_YIELD_GROUP_low_action,mean",0.5131278855913057
"POS_CASH_balance.csv|SK_ID_PREV,mean",0.513123
"previous_application.csv|NAME_GOODS_CATEGORY_Furniture,sum",0.513115253211284
"credit_card_balance.csv|CNT_DRAWINGS_POS_CURRENT,prod",0.51311
"previous_application.csv|SELLERPLACE_AREA,0_instead_of_min,prod",0.5130997131751498
"previous_application.csv|NAME_CLIENT_TYPE_Refreshed,var",0.5130823030052831
"previous_application.csv|NAME_CLIENT_TYPE_Refreshed,std",0.5130823030052831
